,genero,edad,ubicacion,ubicacion_otra,opinion,actividades,actividades_open,circulacion,circulacion_open,id_encuestado,fecha,ubicacion_tot
85,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Ama de casa,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Es importante para reactivar la economia , y el turismo en las provincias , el las que es una de las primera actividades",,"6/28/2020, 7:51:40 PM",Provincia de Buenos Aires
86,Mujer,Entre 56 y 65 años,Otra provincia,Mendoza,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilada,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 7:56:58 PM",Mendoza
87,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 7:57:57 PM",Provincia de Buenos Aires
88,Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Personal de salud,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 8:03:53 PM",Provincia de Buenos Aires
89,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Ama de casa,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Es peligroso, el virus se transmite muy rápido",,"6/28/2020, 8:10:54 PM",Provincia de Buenos Aires
90,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",Trabajadora primer nivel de atención en salud,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 8:17:35 PM",Provincia de Buenos Aires
91,Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",Trabajo en una guardería municipal,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 8:26:46 PM",Provincia de Buenos Aires
92,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Simple derecho constitucional. Con las debidas precauciones,,"6/28/2020, 8:32:45 PM",Provincia de Buenos Aires
93,Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",Cuidado de persona,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Con prevención todo es posible y sin miedo,,"6/28/2020, 8:52:28 PM",Provincia de Buenos Aires
94,Mujer,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 8:59:47 PM",Ciudad Autónoma de Buenos Aires
95,Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Ama d casa,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Con el resultado negativo del test q podamos irnos,,"6/28/2020, 9:07:08 PM",Provincia de Buenos Aires
96,Mujer,Más de 66 años,Otra provincia,Entre Ríos,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Ama.de.casa.,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Tiene mucho.que ver.,,"6/28/2020, 9:34:23 PM",Entre Ríos
97,Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 9:39:59 PM",Provincia de Buenos Aires
98,Mujer,Entre 56 y 65 años,Otra provincia,San Juan,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo","En mi casa , cuarentena,  leo mucho , libros  de mis gustos",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Hasta que no haya  una vacuna  debemos  cuidarnos ,,"6/28/2020, 10:02:26 PM",San Juan
99,Mujer,Entre 46 y 55 años,Otra provincia,Chubut,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",Nada,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Es necesario,,"6/28/2020, 10:11:48 PM",Chubut
100,Mujer,Entre 26 y 35 años,Otra provincia,Santa Fe,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Cuido niños y abuelitos ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Cada uno debe circular  en su provincia , para no desparramar el virus.",,"6/28/2020, 10:12:30 PM",Santa Fe
101,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Auxiliar docente,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Tomando los recaudos necesarios no hay problema, mucha gente necesita trabajar o reencontrarse con sus afectos. No se puede vivir en cuarentena eterna.",,"6/28/2020, 10:22:18 PM",Provincia de Buenos Aires
102,Mujer,Entre 36 y 45 años,Otra provincia,Río Negro,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,trabajaba enn un kiosco 4 hs...y cuando se dicto la cuarentena mequede sin trabajo.. ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,creo q no es conveniente hasta q se reduscan los contagios ,,"6/28/2020, 10:45:14 PM",Río Negro
103,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 10:48:26 PM",Provincia de Buenos Aires
104,Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Mitad del trabajo online mitad presencial,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Circulación entre las q no tengan covid,,"6/28/2020, 10:51:28 PM",Provincia de Buenos Aires
105,Mujer,Entre 46 y 55 años,Otra provincia,Misiones,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Tengo discapacidad permanente,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 10:56:25 PM",Misiones
106,Mujer,Entre 46 y 55 años,Otra provincia,Córdoba,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,"Estoy varada en Buenos Aires,  vivo en Córdoba y espero a que esto se solucione de alguna forma para regresar a Carlos Paz. ",Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"Tendríamos que ser responsables cumplir con la distancia social,  el tapabocas,  y las indicaciones,  realmente no creo en la responsabilidad de la gente.  Prefiero cuidar a Córdoba ",,"6/28/2020, 11:14:26 PM",Córdoba
107,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 11:19:38 PM",Provincia de Buenos Aires
108,Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"las provincias tienen distintas necesidades económicas y distintos lugares donde se pueden visitar si cumplen con el distanciamiento y los protocolos sanitarios, las ciudades tienen el conglomerado mayor donde el problema de contagio es mayor porque la gente tiene menos tendencia a cumplir estas reglas.",,"6/28/2020, 11:53:20 PM",Provincia de Buenos Aires
109,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,DISCAPACIDAD 80%,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Que no pueden ser tan ingenuos en la responsabilidad ciudadana, el Facebook es la clara prueba, fiestas más de diez personas, supermercados atestados, es vacaciones 2019. Etc la irresponsabilidad y falta de control me aterra sigo aislada mas de 110 dias, soporto trabajen en cualquier horario de lunes a.lunes, pleno barrio residencial, lavadero de jeans protocolos cero",,"6/29/2020, 12:05:06 AM",Provincia de Buenos Aires
110,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",Escuela,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Lo justo y necesario,,"6/29/2020, 12:11:53 AM",Provincia de Buenos Aires
111,Mujer,Entre 46 y 55 años,Otra provincia,Tucumán,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Equipo técnico pedagogico del Ministerio de Educación,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Que hasta q no haya una vacuna o un tratamiento sólo de movilizarse lo escencial entre provincias,,"6/29/2020, 12:16:45 AM",Tucumán
112,Mujer,Entre 46 y 55 años,Otra provincia,Corrientes,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",Licencia Extraordinaria obligatoria por personal con factor de riesgo,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Debería ser normal la circulación entre provincias sin circulacion viral comunitaria,,"6/29/2020, 12:30:30 AM",Corrientes
113,Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Hay que evitar los contagios,,"6/29/2020, 12:45:35 AM",Provincia de Buenos Aires
114,Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Docente. Desde el 20 de marzo doy clases todos los dias por zoom. Soy una orgullosa docente de escuela publica.,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 12:50:55 AM",Provincia de Buenos Aires
115,Mujer,Entre 56 y 65 años,Otra provincia,Tucumán,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",Trabajo administrativo guardia ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,No deben liberar aún pues estamos comenzando el pico de la pandemia y es donde más nos debemos cuidar evitar la circulación ,,"6/29/2020, 1:32:09 AM",Tucumán
116,Mujer,Entre 56 y 65 años,Otra provincia,Mendoza,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Docente,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Se esparce el virus,,"6/29/2020, 1:36:14 AM",Mendoza
117,Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",Personal escencial,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Perfecto,,"6/29/2020, 2:41:13 AM",Provincia de Buenos Aires
118,Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Industria alimentos,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Pueden llevar el virus donde no hay,,"6/29/2020, 2:54:14 AM",Provincia de Buenos Aires
119,Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 3:29:53 AM",Provincia de Buenos Aires
120,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",administro departamentos como  actividad principal y normalmente voy haciendo  otras cosas qye surgen que desde el 19 de marzo no puedo  hacer.  con los dptos trato de arreglarme  como puedo desde la compu pero son muchisimas las cosas que no se puede  y van quedando pendientes.  hasta  ya ni se cdo.  cada vez que surge un problema tampoco puedo ir a resolverlo porque estoy a 56 km de mi residencia habitual  me quede viviendo en del viso en la casa  familiar  con mis padres y mis mascotas.  pero normalmente  yo pasaba dias en capital  (porque la mayor parte de mi trabajo es en capital )y dias en del viso y ahora no puedo.  me quede  practicamente todo el tiempo aca en del viso solo fui una vez a fin de mayo por una perdida de agua  y a traer papeles.  y ahora  a fin de junio tendria que volver  a ir pero no se si podre. es muy angustiante no tener las minimas libertades.  mi vida es espantosa desde el 19 de marzo,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,entiendo  que las provincias no quieren que les aparezcan mas casos y la circulación  desparrama casis por todos lados.  pero deberia haber un sistema que genere seguridad pero permita al menos el paso de vez en cuando.  yo antes de esto creia que vivia en un pais libre y que podia elegir dentro del pais donde vivir  o pasar tiempo. y resulta que no es asi.  se cerraron como si fueran difrentes paises.   me desilusione mucho con la actidud de la mayoria de las provincias y de los pueblos pequeños.  como tratan a la gente que se enferma.  y como no atienden urgencias  de otras provincias aunque  no sea codvid.   los pueblos que estan en los limites de las provincias se atienden en las ciudades grandes mas cercanas muchas veces de la prov vecina.  y con esta pandemia se vio que no dejaban eso.   muy triste el actuar de la mayoría.  siempre estan tratando de culpar a quien lo trajo  como si alguna de esas  personas  fuera  la inventora del virus.    yo nunca mas voy a estar  tranquila en una sociedad asi.   porque siempre cdi uno se relaciona  con otro se corre rl riesgo de contagiarse algo y nunca habia visto este tipo de reacciones.   ,,"6/29/2020, 3:36:12 AM",Provincia de Buenos Aires
121,Mujer,Entre 56 y 65 años,Otra provincia,Mendoza,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Ama de casa sin ayuda de gobierno tengo incapacidad de trabajar ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,La gente no entiende que hay que cuidarse y protegernos entre nosotros,,"6/29/2020, 7:24:06 AM",Mendoza
122,Mujer,Entre 56 y 65 años,Otra provincia,Río Negro,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Trabajo en salud y continue trabajando en los dispositivos comunitarios....,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"Depende entre q provincias....nosotros no tenemos x ahora virus en algunas localidades de la provincia....en la misma, la circulación de personas es riesgosa",,"6/29/2020, 7:45:42 AM",Río Negro
123,Mujer,Entre 56 y 65 años,Otra provincia,Santa Fe,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",Soy docente,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Es necesario, tengo familiares que necesito verte estar",,"6/29/2020, 8:12:14 AM",Santa Fe
124,Mujer,Entre 56 y 65 años,Otra provincia,Tierra del Fuego,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Terapista Ocupacional,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Es peligroso,,"6/29/2020, 8:36:39 AM",Tierra del Fuego
125,Mujer,Entre 56 y 65 años,Otra provincia,Chaco,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Mi trabajo pasa por tareas en la computadora. Recibo y contesto mails y watssap,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"Hasta no implementar un sistema que determine quien esta portando el virus y quien no, no se debería hacer eso. Se corre mucho riesgo con los asintomáticos.",,"6/29/2020, 9:07:20 AM",Chaco
126,Mujer,Entre 56 y 65 años,Otra provincia,Misiones,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online","Soy docente y estoy trabajando en forma virtual, con libros de textos y un sin fin de actividades.",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"No es buena la idea, hay gente que cumple estructamente la cuerentena y despues estan los irresponsale q no creen en la gravedad de este virus.",,"6/29/2020, 9:11:09 AM",Misiones
